writeWord	candidatWord	phoneticwriteWord	phoneticCanditatWord	levenshteinDistancePhonetic	firstLetterIdentical	wordLength	fauteOrtographe
santos	sanitos	SANTO	SANITO	1	1	6	0
sapene	savene	SAPAN	SAVAN	1	1	6	0
sapsfon	spasfon	SAPSFON	SPASFON	2	1	7	1
sarran	safran	SARAN	SAFRAN	1	1	6	0
sarrete	arrete	SARET	ARET	1	0	7	0
sasfon	spasfon	SASFON	SPASFON	1	1	6	1
saulle	saule	SOL	SOL	0	1	6	0
sauvaget	sauvage	SOVAJ	SOVAJ	0	1	8	0
sauze	saule	SOZ	SOL	1	1	5	0
savane	savene	SAVAN	SAVAN	0	1	6	0
savere	savene	SAVER	SAVAN	2	1	6	0
savin	sapin	SAVIN	SAPIN	1	1	5	0
scanners	scanner	SKANER	SKAN	2	1	8	1
scannner	scanner	SKAN	SKAN	0	1	8	1
scapin	sapin	SKAPIN	SAPIN	1	1	6	0
sccanner	scanner	SKAN	SKAN	0	1	8	1
sebri	seebri	SEBRI	SEBRI	0	1	5	0
sechet	seche	SECH	SECH	0	1	6	0
secral	sectral	SEKRAL	SEKTRAL	1	1	6	0
sedatifs	sedatif	SEDATIF	SEDATIF	0	1	8	1
selitrex	zelitrex	SELITR	ZELITR	1	0	8	1
selmi	semi	SELMI	SEMI	1	1	5	1
semih	semi	SEMI	SEMI	0	1	5	0
senac	genac	SENAK	JENAK	1	0	5	0
sence	sene	SANS	SAN	1	1	5	0
senel	sene	SENEL	SAN	3	1	5	0
senes	sene	SAN	SAN	0	1	5	1
senez	sene	SENE	SAN	2	1	5	0
sentex	dentex	SANT	DANT	1	0	6	0
serena	serenoa	SERENA	SERENOA	1	1	6	0
seretiode	seretide	SERETIOD	SERETID	1	1	9	1
sereux	cereux	SER	SER	0	0	6	0
serige	serine	SERIJ	SERIN	1	1	6	0
serigne	serine	SERIN	SERIN	0	1	7	0
serin	serine	SERIN	SERIN	0	1	5	0
seris	ceris	SERI	SERI	0	0	5	0
serite	serine	SERIT	SERIN	1	1	6	0
seropran	seropram	SEROPRAN	SEROPRAM	1	1	8	1
serresta	seresta	SERESTA	SERESTA	0	1	8	1
sevene	savene	SEVAN	SAVAN	1	1	6	0
sevikal	sevikar	SEVIKAL	SEVIKAR	1	1	7	1
seyne	sene	SEIN	SAN	2	1	5	0
sherile	sterile	CHERIL	STERIL	2	1	7	1
shone	rhone	CHON	RON	2	0	5	0
sialis	cialis	SIALI	SIALI	0	0	6	0
siban	liban	SIBAN	LIBAN	1	0	5	0
siche	seche	SICH	SECH	1	1	5	0
roceephine	rocephine	ROSEFIN	ROSEFIN	0	1	10	1
sicre	sucre	SIKR	SUKR	1	1	5	0
sidenafil	sildenafil	SIDENAFIL	SILDENAFIL	1	1	9	1
sidex	videx	SID	VID	1	0	5	0
siflox	ciflox	SIFLO	SIFLO	0	0	6	0
siham	siam	SIAM	SIAM	0	1	5	0
silodocine	silodosine	SILODOSIN	SILODOSIN	0	1	10	1
silodys	silodyx	SILODI	SILODI	0	1	7	1
simplex	simple	SINPL	SINPL	0	1	7	0
sinemett	sinemet	SINEM	SINEM	0	1	8	1
sirine	serine	SIRIN	SERIN	1	1	6	0
siron	sirop	SIRON	SIRO	1	1	5	0
sirot	sirop	SIRO	SIRO	0	1	5	0
sirup	sirop	SIRUP	SIRO	2	1	5	0
skene	sene	SKAN	SAN	1	1	5	0
sknan	skenan	SKNAN	SKENAN	1	1	5	1
sleve	eleve	SLEV	ELEV	1	0	5	0
smail	small	SMAIL	SMAL	1	1	5	0
smokabiven	smofkabiven	SMOKABIVAN	SMOFKABIVAN	1	1	10	1
sodee	iodee	SOD	IOD	1	0	5	0
soeur	coeur	SER	KER	1	0	5	0
sofian	solian	SOFIAN	SOLIAN	1	1	6	0
soius	sous	SOIU	SOU	1	1	5	0
solan	solian	SOLAN	SOLIAN	1	1	5	0
solary	solacy	SOLARI	SOLASI	1	1	6	0
solastar	solostar	SOLASTAR	SOLOSTAR	1	1	8	1
solia	solian	SOLIA	SOLIAN	1	1	5	0
solias	solian	SOLIA	SOLIAN	1	1	6	0
solol	salol	SOLOL	SALOL	1	1	5	0
solumedol	solumedrol	SOLUMEDOL	SOLUMEDROL	1	1	9	1
solumedrole	solumedrol	SOLUMEDROL	SOLUMEDROL	0	1	11	1
solummedrol	solumedrol	SOLUMEDROL	SOLUMEDROL	0	1	11	1
solumredrol	solumedrol	SOLUMREDROL	SOLUMEDROL	1	1	11	1
solutes	solute	SOLUT	SOLUT	0	1	7	0
solvant	sylvant	SOLVAN	SILVAN	1	1	7	0
someprazole	omeprazole	SOMEPRAZOL	OMEPRAZOL	1	0	11	1
sopin	sapin	SOPIN	SAPIN	1	1	5	0
sosir	josir	SOSIR	JOSIR	1	0	5	0
sottalol	sotalol	SOTALOL	SOTALOL	0	1	8	1
soucha	souche	SOUCHA	SOUCH	1	1	6	0
souches	souche	SOUCH	SOUCH	0	1	7	0
souchet	souche	SOUCH	SOUCH	0	1	7	0
soues	sous	SOU	SOU	0	1	5	0
souge	rouge	SOUJ	ROUJ	1	0	5	0
soule	saule	SOUL	SOL	1	1	5	0
soupre	soufre	SOUPR	SOUFR	1	1	6	0
souty	south	SOUTI	SOU	2	1	5	0
souus	sous	SOU	SOU	0	1	5	0
spagulag	spagulax	SPAGULAG	SPAGULA	1	1	8	1
spasfona	spasfon	SPASFONA	SPASFON	1	1	8	1
spasfons	spasfon	SPASFON	SPASFON	0	1	8	1
spason	spasfon	SPASON	SPASFON	1	1	6	1
specia	special	SPESIA	SPESIAL	1	1	6	0
speciafodine	speciafoldine	SPESIAFODIN	SPESIAFOLDIN	1	1	12	1
speciafoldiine	speciafoldine	SPESIAFOLDIN	SPESIAFOLDIN	0	1	14	1
specifoldine	speciafoldine	SPESIFOLDIN	SPESIAFOLDIN	1	1	12	1
spefiafoldine	speciafoldine	SPEFIAFOLDIN	SPESIAFOLDIN	1	1	13	1
spiden	spifen	SPIDAN	SPIFAN	1	1	6	0
spifne	spifen	SPIFN	SPIFAN	1	1	6	0
spironolactole	spironolactone	SPIRONOLAKTOL	SPIRONOLAKTON	1	1	14	1
spiven	spifen	SPIVAN	SPIFAN	1	1	6	0
splenium	selenium	SPLENIUM	SELENIUM	1	1	8	0
spour	pour	SPOUR	POUR	1	0	5	0
spsfon	spasfon	SPSFON	SPASFON	1	1	6	1
spycel	sprycel	SPISEL	SPRISEL	1	1	6	1
ssous	sous	SOU	SOU	0	1	5	0
stabilise	stabilisee	STABILIS	STABILIS	0	1	9	0
stabilisees	stabilisee	STABILIS	STABILIS	0	1	11	0
stablo	stablon	STABLO	STABLON	1	1	6	0
staleva	stalevo	STALEVA	STALEVO	1	1	7	0
stato	stago	STATO	STAGO	1	1	5	0
stederil	stediril	STEDERIL	STEDIRIL	1	1	8	1
stemi	semi	STEMI	SEMI	1	1	5	0
stendex	sterdex	STAND	STERD	2	1	7	0
stent	sutent	STAN	SUTAN	1	1	5	0
steriles	sterile	STERIL	STERIL	0	1	8	0
sterilet	sterile	STERIL	STERIL	0	1	8	0
sterilise	sterilisee	STERILIS	STERILIS	0	1	9	0
sterilises	sterilisee	STERILIS	STERILIS	0	1	10	0
stilmol	stimol	STILMOL	STIMOL	1	1	7	1
stradiol	estradiol	STRADIOL	ESTRADIOL	1	0	8	1
streng	spreng	STRANG	SPRANG	1	1	6	0
streptoccocus	streptococcus	STREPTOKOKU	STREPTOKOKU	0	1	13	1
streptococus	streptococcus	STREPTOKOKU	STREPTOKOKU	0	1	12	1
striblid	stribild	STRIBLI	STRIBIL	2	1	8	0
strogenes	estrogenes	STROJAN	ESTROJAN	1	0	9	1
strpetococcus	streptococcus	STRPETOKOKU	STREPTOKOKU	2	1	13	1
stule	saule	STUL	SOL	2	1	5	0
sucree	sucre	SUKR	SUKR	0	1	6	0
sudreau	sureau	SUDRO	SURO	1	1	7	0
sufentanyl	sufentanil	SUFANTANIL	SUFANTANIL	0	1	10	1
suire	sucre	SUIR	SUKR	1	1	5	0
sulfarem	sulfarlem	SULFAREM	SULFARLEM	1	1	8	1
suppositoires	suppositoire	SUPOSITOIR	SUPOSITOIR	0	1	13	0
surfac	surface	SURFAK	SURFAS	1	1	6	0
sutre	sucre	SUTR	SUKR	1	1	5	0
sylvaine	sylviane	SILVAIN	SILVIAN	2	1	8	0
symbalta	cymbalta	SINBALTA	SINBALTA	0	0	8	1
synachtene	synacthene	SINACHTAN	SINAKTAN	2	1	10	1
synacthne	synacthene	SINAKTN	SINAKTAN	1	1	9	1
synbicort	symbicort	SINBIKOR	SINBIKOR	0	1	9	1
syntocynon	syntocinon	SINTOSINON	SINTOSINON	0	1	10	1
syrine	serine	SIRIN	SERIN	1	1	6	0
tablon	stablon	TABLON	STABLON	1	0	6	0
tachosyl	tachosil	TACHOSIL	TACHOSIL	0	1	8	1
tahar	tahor	TAR	TAOR	1	1	5	0
taketian	taketiam	TAKETIAN	TAKETIAM	1	1	8	1
talec	talc	TALEK	TALK	1	1	5	0
tamoxifne	tamoxifene	TAMOXIFN	TAMOXIFAN	1	1	9	1
tanaganil	tanganil	TANAGANIL	TANGANIL	1	1	9	1
tapon	tampon	TAPON	TANPON	1	1	5	0
tappon	tampon	TAPON	TANPON	1	1	6	0
tardyeron	tardyferon	TARDIERON	TARDIFERON	1	1	9	1
tardyfero	tardyferon	TARDIFERO	TARDIFERON	1	1	9	1
tareq	tareg	TAREK	TAREG	1	1	5	0
targocide	targocid	TARGOSID	TARGOSI	1	1	9	1
tarik	tamik	TARIK	TAMIK	1	1	5	0
tarkan	tarka	TARKAN	TARKA	1	1	6	0
tasim	tadim	TASIM	TADIM	1	1	5	0
tasseel	tisseel	TASEL	TISEL	1	1	7	0
tatdyferon	tardyferon	TATDIFERON	TARDIFERON	1	1	10	1
tavanik	tavanic	TAVANIK	TAVANIK	0	1	7	1
taxoter	taxotere	TAXOT	TAXOTER	2	1	7	1
taxotre	taxotere	TAXOTR	TAXOTER	1	1	7	1
tazociline	tazocilline	TAZOSILIN	TAZOSILIN	0	1	10	1
tazocillinea	tazocilline	TAZOSILINEA	TAZOSILIN	2	1	12	1
tazor	tahor	TAZOR	TAOR	1	1	5	0
tazoxilline	tazocilline	TAZOXILIN	TAZOSILIN	1	1	11	1
tectra	tetra	TEKTRA	TETRA	1	1	6	0
tegelines	tegeline	TEJELIN	TEJELIN	0	1	9	1
tegretrol	tegretol	TEGRETROL	TEGRETOL	1	1	9	1
temerite	temerit	TEMERIT	TEMERI	1	1	8	1
temsulosine	tamsulosine	TEMSULOSIN	TAMSULOSIN	1	1	11	1
tengesic	temgesic	TANJESIK	TEMJESIK	2	1	8	1
tenon	xenon	TENON	XENON	1	0	5	0
tercis	tekcis	TERSI	TEKSI	1	1	6	0
tesesta	temesta	TESESTA	TEMESTA	1	1	7	1
tesmesta	temesta	TESMESTA	TEMESTA	1	1	8	1
testaten	tenstaten	TESTATAN	TANSTATAN	2	1	8	1
teste	test	TEST	TES	1	1	5	0
testo	test	TESTO	TES	2	1	5	0
testosterones	testosterone	TESTOSTERON	TESTOSTERON	0	1	13	1
tetaniques	tetanique	TETANIK	TETANIK	0	1	10	0
teter	peter	TET	PET	1	0	5	0
tetracyclines	tetracycline	TETRASIKLIN	TETRASIKLIN	0	1	13	1
tetramysal	tetralysal	TETRAMISAL	TETRALISAL	1	1	10	1
thaiss	thais	TAI	TAI	0	1	6	0
theonine	threonine	TEONIN	TREONIN	1	1	8	1
theralne	theralene	TERALN	TERALAN	1	1	8	1
therapies	therapie	TERAPI	TERAPI	0	1	9	0
thiocolchicosie	thiocolchicoside	TIOKOLCHIKOSI	TIOKOLCHIKOSID	1	1	15	1
thiopenthal	thiopental	TIOPANTAL	TIOPANTAL	0	1	11	1
thuile	huile	TUIL	UIL	1	0	6	0
thymo	thym	TIMO	TIN	2	1	5	0
thymoglobulines	thymoglobuline	TIMOGLOBULIN	TIMOGLOBULIN	0	1	15	1
thyroglobuline	thymoglobuline	TIROGLOBULIN	TIMOGLOBULIN	1	1	14	1
tibur	tiber	TIBUR	TIB	2	1	5	0
ticarcillline	ticarcilline	TIKARSILIN	TIKARSILIN	0	1	13	1
tilleuls	tilleul	TILEL	TILEL	0	1	8	0
tioran	tiorfan	TIORAN	TIORFAN	1	1	6	0
tiotrpium	tiotropium	TIOTRPIUM	TIOTROPIUM	1	1	9	1
tisne	tisane	TISN	TISAN	1	1	5	0
tissees	tisseel	TIS	TISEL	2	1	7	0
titree	titre	TITR	TITR	0	1	6	0
tobradexa	tobradex	TOBRADEXA	TOBRAD	3	1	9	1
toctina	toctino	TOKTINA	TOKTINO	1	1	7	0
tolera	tolura	TOLERA	TOLURA	1	1	6	0
tolore	colore	TOLOR	KOLOR	1	0	6	0
topalgig	topalgic	TOPALJIG	TOPALJIK	1	1	8	1
tophi	typhi	TOFI	TIFI	1	1	5	0
toplagic	topalgic	TOPLAJIK	TOPALJIK	2	1	8	1
torisee	torisel	TORIS	TORISEL	2	1	7	0
toudx	toux	TOUD	TOU	1	1	5	0
touts	tout	TOU	TOU	0	1	5	0
toxotere	taxotere	TOXOTER	TAXOTER	1	1	8	1
tozocilline	tazocilline	TOZOSILIN	TAZOSILIN	1	1	11	1
tracller	tracleer	TRAKL	TRAKL	0	1	8	0
traction	fraction	TRAKSION	FRAKSION	1	0	8	0
tractocyle	tractocile	TRAKTOSIL	TRAKTOSIL	0	1	10	1
trage	rage	TRAJ	RAJ	1	0	5	0
tramaol	tramadol	TRAMAOL	TRAMADOL	1	1	7	1
tranatan	travatan	TRANATAN	TRAVATAN	1	1	8	0
trandolaril	trandolapril	TRANDOLARIL	TRANDOLAPRIL	1	1	11	1
transcutane	transcutanee	TRANSKUTAN	TRANSKUTAN	0	1	11	0
transippeg	transipeg	TRANSIPEG	TRANSIPEG	0	1	10	1
transizane	transilane	TRANSIZAN	TRANSILAN	1	1	10	1
tranxen	tranxene	TRANXAN	TRANXAN	0	1	7	1
tranxne	tranxene	TRANXN	TRANXAN	1	1	7	1
tremebutine	trimebutine	TREMEBUTIN	TRIMEBUTIN	1	1	11	1
tricflucan	triflucan	TRIKFLUKAN	TRIFLUKAN	1	1	10	1
trifulcan	triflucan	TRIFULKAN	TRIFLUKAN	2	1	9	1
trilepal	trileptal	TRILEPAL	TRILEPTAL	1	1	8	1
trimeburine	trimebutine	TRIMEBURIN	TRIMEBUTIN	1	1	11	1
trimitrine	trinitrine	TRIMITRIN	TRINITRIN	1	1	10	1
triorfan	tiorfan	TRIORFAN	TIORFAN	1	1	8	1
trique	tique	TRIK	TIK	1	1	6	0
trisomique	trisodique	TRISOMIK	TRISODIK	1	1	10	0
trobramycine	tobramycine	TROBRAMISIN	TOBRAMISIN	1	1	12	1
trransipeg	transipeg	TRANSIPEG	TRANSIPEG	0	1	10	1
trriflucan	triflucan	TRIFLUKAN	TRIFLUKAN	0	1	10	1
truel	true	TRUEL	TRU	2	1	5	0
trumebutine	trimebutine	TRUMEBUTIN	TRIMEBUTIN	1	1	11	1
truvad	truvada	TRUVA	TRUVADA	2	1	6	0
tvicay	tivicay	TVIKAI	TIVIKAI	1	1	6	0
twynista	twynsta	TWINISTA	TWINSTA	1	1	8	0
tyrozol	thyrozol	TIROZOL	TIROZOL	0	1	7	1
tysabria	tysabri	TISABRIA	TISABRI	1	1	8	0
uktra	ultra	UKTRA	ULTRA	1	1	5	0
ultralevurea	ultralevure	ULTRALEVUREA	ULTRALEVUR	2	1	12	1
ultralevures	ultralevure	ULTRALEVUR	ULTRALEVUR	0	1	12	1
umalog	humalog	UMALOG	UMALOG	0	0	6	1
unidose	unidoses	UNIDOS	UNIDOS	0	1	7	0
unipomp	inipomp	UNIPONP	INIPONP	1	0	7	1
uqueuse	aqueuse	UKES	AKES	1	0	7	0
urapidyl	urapidil	URAPIDIL	URAPIDIL	0	1	8	1
ureee	uree	URE	UR	1	1	5	1
ureep	uree	UREP	UR	2	1	5	1
urinaires	urinaire	URINAIR	URINAIR	0	1	9	0
uriot	urion	URIO	URION	1	1	5	0
urodec	urorec	URODEK	UROREK	1	1	6	0
uronec	urorec	URONEK	UROREK	1	1	6	0
ursodesoxycholique	ursodeoxycholique	URSODESOXIKOLIK	URSODEOXIKOLIK	1	1	18	1
ution	urion	UTION	URION	1	1	5	0
uvdose	uvedose	UVDOS	UVEDOS	1	1	6	1
uveesterol	uvesterol	UVESTEROL	UVESTEROL	0	1	10	1
uvesterole	uvesterol	UVESTEROL	UVESTEROL	0	1	10	1
vaccine	vaccin	VAKSIN	VAKSIN	0	1	7	0
valaciclovire	valaciclovir	VALASIKLOVIR	VALASIKLOVIR	0	1	13	1
valacyclovir	valaciclovir	VALASIKLOVIR	VALASIKLOVIR	0	1	12	1
valerian	valeriane	VALERIAN	VALERIAN	0	1	8	0
vales	vals	VAL	VAL	0	1	5	0
valgum	valium	VALGUM	VALIUM	1	1	6	0
valin	valine	VALIN	VALIN	0	1	5	0
vallium	valium	VALIUM	VALIUM	0	1	7	1
valproque	valproique	VALPROK	VALPROIK	1	1	9	1
valstartan	valsartan	VALSTARTAN	VALSARTAN	1	1	10	1
valum	valium	VALUM	VALIUM	1	1	5	0
vancomicine	vancomycine	VANKOMISIN	VANKOMISIN	0	1	11	1
vancomycin	vancomycine	VANKOMISIN	VANKOMISIN	0	1	10	1
vancomyine	vancomycine	VANKOMIN	VANKOMISIN	2	1	10	1
vandomycine	vancomycine	VANDOMISIN	VANKOMISIN	1	1	11	1
vanin	venin	VANIN	VENIN	1	1	5	0
variconazole	voriconazole	VARIKONAZOL	VORIKONAZOL	1	1	12	1
varus	virus	VARU	VIRU	1	1	5	0
vascualire	vasculaire	VASKUALIR	VASKULAIR	2	1	10	1
vasculaires	vasculaire	VASKULAIR	VASKULAIR	0	1	11	1
vasline	vaseline	VASLIN	VASELIN	1	1	7	1
vectrice	vectrine	VEKTRIS	VEKTRIN	1	1	8	0
veinofer	venofer	VAINOF	VENOF	2	1	8	1
veixol	vexol	VEIXOL	VEXOL	1	1	6	1
velotabs	velotab	VELOTAB	VELOTAB	0	1	8	1
velten	veliten	VELTAN	VELITAN	1	1	6	0
vemurafemib	vemurafenib	VEMURAFEMIB	VEMURAFENIB	1	1	11	1
vemurefenib	vemurafenib	VEMUREFENIB	VEMURAFENIB	1	1	11	1
venan	venin	VENAN	VENIN	1	1	5	0
vencomycine	vancomycine	VANKOMISIN	VANKOMISIN	0	1	11	1
venofert	venofer	VENOFER	VENOF	2	1	8	1
venon	xenon	VENON	XENON	1	0	5	0
vergt	vert	VER	VER	0	1	5	0
veron	veyron	VERON	VAIRON	2	1	5	0
verset	versed	VERS	VERS	0	1	6	0
vertran	veratran	VERTRAN	VERATRAN	1	1	7	0
vesicales	vesicules	VESIKAL	VESIKUL	1	1	9	0
vespula	vespila	VESPULA	VESPILA	1	1	7	0
vianne	visanne	VIAN	VISAN	1	1	6	0
vicky	vicks	VIKI	VIK	1	1	5	0
victozia	victoza	VIKTOZIA	VIKTOZA	1	1	8	0
videos	ideos	VIDEO	IDEO	1	0	6	0
ziagen	ziagel	ZIAJAN	ZIAJEL	2	1	6	0
viella	ciella	VIELA	SIELA	1	0	6	0
vigabatrin	vigabatrine	VIGABATRIN	VIGABATRIN	0	1	10	1
vigen	vigne	VIJAN	VIN	2	1	5	0
vignes	vigne	VIN	VIN	0	1	6	0
vigney	vigne	VINAI	VIN	2	1	6	0
viiic	viii	VIK	VI	1	1	5	0
vilaris	ilaris	VILARI	ILARI	1	0	7	0
vilrus	virus	VILRU	VIRU	1	1	6	0
vimizin	vimizim	VIMIZIN	VIMIZIM	1	1	7	1
vimprat	vimpat	VINPRA	VINPA	1	1	7	0
vinbastine	vinblastine	VINBASTIN	VINBLASTIN	1	1	10	1
vinpat	vimpat	VINPA	VINPA	0	1	6	0
vinristine	vincristine	VINRISTIN	VINKRISTIN	1	1	10	1
vinscristine	vincristine	VINSKRISTIN	VINKRISTIN	1	1	12	1
vipre	vipere	VIPR	VIPER	1	1	5	0
viramine	vitamine	VIRAMIN	VITAMIN	1	1	8	0
virea	viread	VIREA	VIREA	0	1	5	0
vireak	viread	VIREAK	VIREA	1	1	6	0
vireal	viread	VIREAL	VIREA	1	1	6	0
viros	virus	VIRO	VIRU	1	1	5	0
virto	virgo	VIRTO	VIRGO	1	1	5	0
vistid	vistide	VISTI	VISTID	1	1	6	0
vitamin	vitamine	VITAMIN	VITAMIN	0	1	7	1
vitaminee	vitamine	VITAMIN	VITAMIN	0	1	9	1
vitamines	vitamine	VITAMIN	VITAMIN	0	1	9	1
vitamino	vitamine	VITAMINO	VITAMIN	1	1	8	0
vitamline	vitamine	VITAMLIN	VITAMIN	1	1	9	0
vitamos	vitaros	VITAMO	VITARO	1	1	7	0
vivelledo	vivelledot	VIVELEDO	VIVELEDO	0	1	9	1
vogalne	vogalene	VOGALN	VOGALAN	1	1	7	1
voltarne	voltarene	VOLTARN	VOLTARAN	1	1	8	1
volution	solution	VOLUSION	SOLUSION	1	0	8	0
vomix	omix	VOMI	OMI	1	0	5	0
vread	viread	VREA	VIREA	1	1	5	0
vtamine	vitamine	VTAMIN	VITAMIN	1	1	7	0
vulvaire	vulgaire	VULVAIR	VULGAIR	1	1	8	0
wanis	anis	ONI	ANI	1	0	5	0
weelvone	wellvone	WELVON	WELVON	0	1	8	1
wellevone	wellvone	WELEVON	WELVON	1	1	9	1
weltzer	seltzer	WELTZ	SELTZ	1	0	7	0
welvone	wellvone	WELVON	WELVON	0	1	7	1
willbrand	willebrand	OUILBRAN	OUILEBRAN	1	1	9	1
willebrandt	willebrand	OUILEBRAND	OUILEBRAN	1	1	11	1
wyqtamm	wystamm	WIKTAM	WISTAM	1	1	7	0
xalacon	xalacom	XALAKON	XALAKON	0	1	7	1
xanac	xanax	XANAK	XANA	1	1	5	0
xanxa	xanax	XANXA	XANA	1	1	5	0
xaraelto	xarelto	XARELTO	XARELTO	0	1	8	1
xenia	xenid	XENIA	XENI	1	1	5	0
xilocaine	xylocaine	XILOKAIN	XILOKAIN	0	1	9	1
xprim	ixprim	XPRIM	IXPRIM	1	0	5	1
xylocainea	xylocaine	XILOKAINEA	XILOKAIN	2	1	10	1
xylocane	xylocaine	XILOKAN	XILOKAIN	1	1	8	1
yacine	racine	IASIN	RASIN	1	0	6	0
yanis	anis	IANI	ANI	1	0	5	0
yasmine	jasmine	IASMIN	JASMIN	1	0	7	0
zabbe	abbe	ZAB	AB	1	0	5	0
zaiter	laiter	ZAIT	LAIT	1	0	6	0
zaldian	zaldiar	ZALDIAN	ZALDIAR	1	1	7	0
zaledronique	zoledronique	ZALEDRONIK	ZOLEDRONIK	1	1	12	1
zamidip	zanidip	ZAMIDIP	ZANIDIP	1	1	7	1
zamuldol	zamudol	ZAMULDOL	ZAMUDOL	1	1	8	1
zanel	zanea	ZANEL	ZANEA	1	1	5	0
zanexate	anexate	ZANEXAT	ANEXAT	1	0	8	1
zanga	zanea	ZANGA	ZANEA	1	1	5	0
zanozar	zanosar	ZANOZAR	ZANOSAR	1	1	7	1
zarit	zerit	ZARI	ZERI	1	1	5	0
zarzioa	zarzio	ZARZIOA	ZARZIO	1	1	7	0
zelithrex	zelitrex	ZELITR	ZELITR	0	1	9	1
zelitrexa	zelitrex	ZELITREXA	ZELITR	3	1	9	1
zellitrex	zelitrex	ZELITR	ZELITR	0	1	9	1
zetoretic	zestoretic	ZETORETIK	ZESTORETIK	1	1	9	1
zevitrex	zelitrex	ZEVITR	ZELITR	1	1	8	1
zgeva	xgeva	ZJEVA	XJEVA	1	0	5	0
zinat	zinnat	ZINA	ZINA	0	1	5	1
zintel	zentel	ZINTEL	ZENTEL	1	1	6	0
zitrhomax	zithromax	ZITROMA	ZITROMA	0	1	9	1
zitromax	zithromax	ZITROMA	ZITROMA	0	1	8	1
zivoxid	zyvoxid	ZIVOXI	ZIVOXI	0	1	7	1
zonan	nonan	ZONAN	NONAN	1	0	5	0
zonegarn	zonegran	ZONEGARN	ZONEGRAN	2	1	8	1
zophrem	zophren	ZOFREM	ZOFRAN	2	1	7	1
zophrena	zophren	ZOFRENA	ZOFRAN	2	1	8	1
zopiclon	zopiclone	ZOPIKLON	ZOPIKLON	0	1	8	1
zuclpenthixol	zuclopenthixol	ZUKLPANTIXOL	ZUKLOPANTIXOL	1	1	13	1
zypexa	zyprexa	ZIPEXA	ZIPREXA	1	1	6	1
zythromax	zithromax	ZITROMA	ZITROMA	0	1	9	1
zyvocid	zyvoxid	ZIVOSI	ZIVOXI	1	1	7	1
zyvoxi	zyvoxid	ZIVOXI	ZIVOXI	0	1	6	1
zyvoxide	zyvoxid	ZIVOXID	ZIVOXI	1	1	8	1
zyvoxyd	zyvoxid	ZIVOXI	ZIVOXI	0	1	7	1
writeWord	candidatWord	phoneticwriteWord	phoneticCanditatWord	levenshteinDistancePhonetic	firstLetterIdentical	wordLength	fauteOrtographe
bicarbonates de sodium	bicarbonate de sodium	BIKARBONATEDESODIUM	BIKARBONATEDESODIUM	0	1	22	1
metformie	metformine	METFORMI	METFORMIN	1	1	9	1
ibuprofen	ibuprofene	IBUPROFAN	IBUPROFAN	0	1	9	1
escitaloprem	escitalopram	ESITALOPREM	ESITALOPRAM	1	1	12	1
prochaine	procaine	PROCHAIN	PROKAIN	2	1	9	0
seretid	seretide	SERETI	SERETID	1	1	7	1
metformin	metformine	METFORMIN	METFORMIN	0	1	9	1
previskan	previscan	PREVISKAN	PREVISKAN	0	1	9	1
kargdegic	kardegic	KARGDEJIK	KARDEJIK	1	1	9	1
mementine	memantine	MEMANTIN	MEMANTIN	0	1	9	1
cokensen	cokenzen	KOKANSAN	KOKANZAN	1	1	8	1
simbriza	simbrinza	SINBRIZA	SINBRINZA	1	1	8	1
efflexor	effexor	EFLEXOR	EFEXOR	1	1	8	1
cimbalta	cymbalta	SINBALTA	SINBALTA	0	1	8	1
termine	terpine	TERMIN	TERPIN	1	1	7	0
pramipexol	pramipexole	PRAMIPEXOL	PRAMIPEXOL	0	1	10	1
forlex	forlax	FORL	FORLA	1	1	6	1
pravastatsine	pravastatine	PRAVASTATSIN	PRAVASTATIN	1	1	13	1
karegic	kardegic	KAREJIK	KARDEJIK	1	1	7	1
adancar	adancor	ADANKAR	ADANKOR	1	1	7	1
covensyl	coversyl	KOVANSIL	KOVERSIL	2	1	8	1
perindoprol	perindopril	PERINDOPROL	PERINDOPRIL	1	1	11	1
taerg	tareg	TER	TAREG	3	1	5	1
ardegic	kardegic	ARDEJIK	KARDEJIK	1	0	7	1
buspironne	buspirone	BUSPIRON	BUSPIRON	0	1	10	1
claritine	clarityne	KLARITIN	KLARITIN	0	1	9	1
prevsican	previscan	PREVSIKAN	PREVISKAN	2	1	9	1
avanys	avamys	AVANI	AVAMI	1	1	6	1
calciprat vitamine d	calciprat vitamine d3	KALSIPRATVITAMIN	KALSIPRATVITAMIN	0	1	20	1
cybalta	cymbalta	SIBALTA	SINBALTA	1	1	7	1
monorpost	monoprost	MONORPOS	MONOPROS	2	1	9	1
crestorr	crestor	KRESTOR	KRESTOR	0	1	8	1
progabaline	pregabaline	PROGABALIN	PREGABALIN	1	1	11	1
reminil	reminyl	REMINIL	REMINIL	0	1	7	1
ziloric	zyloric	ZILORIK	ZILORIK	0	1	7	1
spirova	spiriva	SPIROVA	SPIRIVA	1	1	7	1
ridedronate	risedronate	RIDEDRONAT	RISEDRONAT	1	1	11	1
bitildiem	bi tildiem	BITILDIEM	BITILDIEM	0	1	9	1
tergretol	tegretol	TERGRETOL	TEGRETOL	1	1	9	1
1 ornithine	l ornithine	ORNITIN	LORNITIN	1	0	11	1
zloric	zyloric	ZLORIK	ZILORIK	1	1	6	1
seresti	seresta	SERESTI	SERESTA	1	1	7	1
